,Team,Type,POS,Name,Specific POS,AGE,SH,ACQUIRED,GP,G,A,P,GAA,SV%,League,Notes,NHL eP,Goalie Equivalency
760,EDM,Minors,F,"Petrov, Matvei",LW,20,R,Drafted (180 - 2021),65,27.0,66.0,93.0,,,OHL,,17,0.0
761,EDM,Minors,F,"Berglund, Carl",C,23,L,Signed to ELC,36,12.0,15.0,27.0,,,NCAA,,12,0.0
762,EDM,Minors,F,"Grubbe, Jayden",C,20,R,Signed to ELC,64,18.0,49.0,67.0,,,WHL,,12,0.0
763,EDM,Minors,D,"Wanner, Maximus",RD,20,R,Drafted (212 - 2021),44,8.0,22.0,30.0,,,WHL,,8,0.0
764,EDM,Minors,G,"Rodrigue, Olivier",G,23,L,Drafted (62 - 2018),29,,,,2.77,0.912,AHL,,0,0.884906302
765,EDM,Minors,G,"Fanti, Ryan",G,23,L,Signed to ELC,34,,,,3.49,0.894,ECHL,,0,0.860703913
766,EDM,Prospects,F,"Berezkin, Maksim",LW,21,R,Drafted (138 - 2020),52,7.0,19.0,26.0,,,KHL,,32,0.0
767,EDM,Prospects,F,"Mazura, Tomas",C,22,L,Drafted (162 - 2019),28,3.0,9.0,12.0,,,NCAA,,7,0.0
768,EDM,Prospects,F,"Denezhkin, Maxim",C,22,L,Drafted (193 - 2019),37,8.0,13.0,21.0,,,VHL,,15,0.0
769,EDM,Prospects,F,"Lachance, Shane",LW,20,L,Drafted (186 - 2021),62,33.0,21.0,54.0,,,USHL,,10,0.0
770,EDM,Prospects,F,"Lindewall, Jeremias",LW,21,L,Drafted (200 - 2020),35,2.0,4.0,6.0,,,HockeyAllsvenskan,,5,0.0
772,EDM,Prospects,F,"Määttä, Joel",C,21,L,Drafted (222 - 2022),36,7.0,7.0,14.0,,,NCAA,,6,0.0
774,EDM,Prospects,D,"Münzenberger, Luca",LD,20,L,Drafted (90 - 2021),28,0.0,5.0,5.0,,,NCAA,,3,0.0
775,EDM,Prospects,D,"Yevseyev, Nikita",LD,19,L,Drafted (190 - 2022),48,5.0,2.0,7.0,,,KHL,,9,0.0
777,EDM,Prospects,G,"Jonsson, Samuel",G,19,L,Drafted (158 - 2022),27,,,,2.65,0.902,J20 Nationell,,0,0.858703048
778,FLA,Majors,C,"Lundell, Anton",C,21,L,Drafted (12 - 2020),73,12.0,21.0,33.0,,,NHL,,33,0.0
779,FLA,Majors,RW,"Denisenko, Grigori",LW,23,R,Drafted (15 - 2018),56,12.0,24.0,36.0,,,AHL,,21,0.0
780,FLA,Majors,G,"Knight, Spencer",G,22,L,Drafted (13 - 2019),21,,,,3.18,0.901,NHL,,0,0.901
781,FLA,Minors,F,"Samoskevich, Mackie",RW,20,R,Drafted (24 - 2021),39,20.0,23.0,43.0,,,NCAA,,18,0.0
782,FLA,Minors,F,"Giles, Patrick",C,23,R,Signed to ELC,72,3.0,10.0,13.0,,,AHL,,6,0.0
783,FLA,Minors,F,"Sourdif, Justin",C,21,R,Drafted (87 - 2020),48,7.0,17.0,24.0,,,AHL,,16,0.0
784,FLA,Minors,F,"Schwindt, Kai",LW,19,L,Signed to ELC,67,12.0,13.0,25.0,,,OHL,,4,0.0
785,FLA,Minors,F,"McAllister, Ryan",C,21,L,Signed to ELC,39,13.0,36.0,49.0,,,NCAA,,20,0.0
786,FLA,Minors,D,"Benning, Michael",RD,21,R,Drafted (95 - 2020),39,13.0,21.0,34.0,,,NCAA,,14,0.0
787,FLA,Minors,D,"Nause, Evan",LD,20,L,Drafted (56 - 2021),40,5.0,24.0,29.0,,,QMJHL,,7,0.0
788,FLA,Minors,D,"Alscher, Marek",LD,19,L,Drafted (93 - 2022),60,8.0,16.0,24.0,,,WHL,,5,0.0
789,FLA,Minors,D,"Ludvig, John",LD,23,L,Drafted (69 - 2019),54,3.0,14.0,17.0,,,AHL,,10,0.0
790,FLA,Minors,D,"Uens, Zach",LD,22,L,Drafted (105 - 2020),35,3.0,1.0,4.0,,,ECHL,,1,0.0
791,FLA,Minors,D,"Staios, Nathan",LD,22,L,Signed to ELC,44,4.0,14.0,18.0,,,ECHL,,5,0.0
792,FLA,Minors,G,"Guzda, Mack",G,22,L,Signed to ELC,29,,,,2.88,0.897,AHL,,0,0.875550823
794,FLA,Prospects,F,"Lindmark, Owen",C,22,R,Drafted (137 - 2019),36,4.0,5.0,9.0,,,NCAA,,4,0.0
795,FLA,Prospects,F,"Vilmanis, Sandis",LW,19,L,Drafted (157 - 2022),62,20.0,25.0,45.0,,,OHL,,9,0.0
796,FLA,Prospects,F,"Kos, Jakub",C,20,L,Drafted (184 - 2021),24,4.0,15.0,19.0,,,Mestis,,12,0.0
797,FLA,Prospects,F,"Davies, Joshua",LW,19,L,Drafted (186 - 2022),62,20.0,14.0,34.0,,,WHL,,6,0.0
798,FLA,Prospects,F,"Ekmark, Elliot",C,21,L,Drafted (198 - 2020),16,2.0,1.0,3.0,,,HockeyAllsvenskan,,5,0.0
800,FLA,Prospects,F,"Arnsby, Liam",C,19,R,Drafted (214 - 2022),54,12.0,18.0,30.0,,,OHL,,7,0.0
801,FLA,Prospects,F,"Devine, Jack",RW,19,R,Drafted (221 - 2022),38,14.0,17.0,31.0,,,NCAA,,13,0.0
802,FLA,Prospects,D,"Berger, Carter",LD,23,L,Drafted (106 - 2019),33,5.0,18.0,23.0,,,NCAA,,11,0.0
803,FLA,Prospects,D,"Lukashevich, Vladislav",LD,20,L,Drafted (120 - 2021),45,2.0,16.0,18.0,,,MHL,,5,0.0
804,FLA,Prospects,D,"Jansson, Ludvig",RD,19,R,Drafted (125 - 2022),44,1.0,9.0,10.0,,,HockeyAllsvenskan,,7,0.0
806,FLA,Prospects,D,"Puutio, Kasper",RD,21,R,Drafted (153 - 2020),48,3.0,8.0,11.0,,,Liiga,,8,0.0
808,FLA,Prospects,G,"Gerasimyuk, Kirill",G,20,L,Drafted (152 - 2021),24,,,,1.82,0.932,MHL,,0,0.874790114
810,FLA,Prospects,G,"Muszelik, Tyler",G,19,L,Drafted (189 - 2022),13,,,,3.24,0.883,NCAA,,0,0.858939535
811,PIT,Minors,F,"Poulin, Samuel",C,22,L,Drafted (21 - 2019),15,4.0,0.0,4.0,,,AHL,,9,0.0
812,PIT,Minors,F,"Gruden, Jonathan",LW,23,L,Traded,54,16.0,15.0,31.0,,,AHL,,18,0.0
813,PIT,Minors,F,"Svejkovsky, Lukas",C,21,R,Drafted (108 - 2020),47,3.0,12.0,15.0,,,AHL,,10,0.0
814,PIT,Minors,F,"Ansons, Raivis",LW,21,L,Drafted (149 - 2020),44,2.0,4.0,6.0,,,AHL,,4,0.0
815,PIT,Minors,F,"Glover, Ty",C,22,L,Signed to ELC,49,7.0,5.0,12.0,,,AHL,,8,0.0
816,PIT,Minors,F,"Frasca, Jordan",C,22,L,Signed to ELC,36,7.0,5.0,12.0,,,ECHL,,4,0.0
817,PIT,Minors,D,"Smith, Ty",LD,23,L,Traded,39,7.0,17.0,24.0,,,AHL,,20,0.0
818,PIT,Minors,D,"Pickering, Owen",LD,19,L,Drafted (21 - 2022),61,9.0,36.0,45.0,,,WHL,,9,0.0
820,PIT,Minors,D,"Belliveau, Isaac",LD,20,L,Drafted (154 - 2021),55,11.0,35.0,46.0,,,QMJHL,,8,0.0
821,PIT,Minors,G,"Gauthier, Taylor",G,22,R,Signed to ELC,20,,,,2.71,0.907,AHL,,0,0.881787809
822,PIT,Minors,G,"Blomqvist, Joel",G,21,L,Drafted (52 - 2020),21,,,,2.29,0.907,Liiga,,0,0.884493247
824,PIT,Prospects,F,"Broz, Tristan",C,20,L,Drafted (58 - 2021),40,10.0,18.0,28.0,,,NCAA,,11,0.0
826,PIT,Prospects,F,"Plante, Zam",C,19,L,Drafted (150 - 2022),33,8.0,15.0,23.0,,,USHL,,8,0.0
827,PIT,Prospects,F,"Yoder, Chase",C,21,L,Drafted (170 - 2020),37,8.0,7.0,15.0,,,NCAA,,6,0.0
829,PIT,Prospects,F,"Devlin, Luke",C,19,L,Drafted (182 - 2022),51,11.0,26.0,37.0,,,BCHL,,5,0.0
831,PIT,Prospects,D,"Nickl, Thimo",RD,21,R,Traded,47,0.0,8.0,8.0,,,HockeyAllsvenskan,,5,0.0
832,PIT,Prospects,D,"Collins, Nolan",RD,19,R,Drafted (167 - 2022),63,8.0,22.0,30.0,,,OHL,,6,0.0
833,PIT,Prospects,D,"Laatsch, Daniel",LD,21,L,Drafted (215 - 2021),36,1.0,6.0,7.0,,,NCAA,,3,0.0
835,PIT,Prospects,G,"Murashov, Sergei",G,19,R,Drafted (118 - 2022),37,,,,1.53,0.948,MHL,,0,0.880840568
836,PIT,Prospects,F,"Hållander, Filip",C,23,L,Traded,43,11.0,22.0,33.0,,,AHL,,24,0.0
837,NSH,Majors,RW,"Evangelista, Luke",RW,21,R,Drafted (42 - 2020),49,9.0,32.0,41.0,,,AHL,,27,0.0
838,NSH,Majors,LW,"Tomasino, Philip",LW,22,R,Drafted (24 - 2019),38,12.0,20.0,32.0,,,AHL,,27,0.0
839,NSH,Majors,C,"Pärssinen, Juuso",C,22,L,Drafted (210 - 2019),45,6.0,19.0,25.0,,,NHL,,25,0.0
840,NSH,Training Camp,F,"Afanasyev, Egor",C,22,L,Drafted (45 - 2019),57,13.0,13.0,26.0,,,AHL,,15,0.0
841,NSH,Training Camp,F,"Kemell, Joakim",RW,19,R,Drafted (17 - 2022),43,12.0,3.0,15.0,,,Liiga,,13,0.0
842,NSH,Training Camp,F,"Svechkov, Fedor",C,20,L,Drafted (19 - 2021),27,2.0,2.0,4.0,,,KHL,,9,0.0
844,NSH,Training Camp,F,"Schaefer, Reid",LW,19,L,Traded,55,28.0,33.0,61.0,,,WHL,,13,0.0
845,NSH,Training Camp,F,"Kondelík, Jáchym",C,23,L,Drafted (111 - 2018),38,5.0,6.0,11.0,,,AHL,,9,0.0
846,NSH,Training Camp,F,"L'Heureux, Zachary",LW,20,L,Drafted (27 - 2021),33,21.0,21.0,42.0,,,QMJHL,,12,0.0
847,NSH,Training Camp,F,"Mutter, Navrin",LW,22,L,Signed to ELC,53,2.0,6.0,8.0,,,AHL,,5,0.0
848,NSH,Training Camp,F,"Burke, Nolan",C,20,L,Signed to ELC,56,50.0,32.0,82.0,,,OHL,,17,0.0
851,NSH,Training Camp,D,"Stastney, Spencer",LD,23,L,Drafted (131 - 2018),56,5.0,8.0,13.0,,,AHL,,7,0.0
852,NSH,Training Camp,D,"Del Gaizo, Marc",LD,23,L,Drafted (109 - 2019),71,3.0,28.0,31.0,,,AHL,,14,0.0
854,NSH,Training Camp,D,"Matier, Jack",RD,20,R,Drafted (124 - 2021),58,13.0,36.0,49.0,,,OHL,,10,0.0
855,NSH,Training Camp,D,"Wilsby, Adam",LD,23,L,Drafted (101 - 2020),72,1.0,17.0,18.0,,,AHL,,8,0.0
856,NSH,Training Camp,D,"Prokop, Luke",RD,21,R,Drafted (73 - 2020),43,4.0,17.0,21.0,,,WHL,,6,0.0
858,NSH,Training Camp,D,"Sward, Graham",LD,20,L,Drafted (146 - 2022),52,4.0,29.0,33.0,,,WHL,,7,0.0
859,NSH,Training Camp,G,"Askarov, Yaroslav",G,21,R,Drafted (11 - 2020),48,,,,2.69,0.911,AHL,,0,0.884282604
862,NSH,Prospects,F,"Campbell, Alexander",LW,22,L,Drafted (65 - 2019),34,14.0,12.0,26.0,,,NCAA,,12,0.0
864,NSH,Prospects,F,"Ingram, Adam",C,19,L,Drafted (82 - 2022),41,8.0,15.0,23.0,,,NCAA,,9,0.0
865,NSH,Prospects,F,"O'Hara, Cole",RW,21,R,Drafted (114 - 2022),32,4.0,13.0,17.0,,,NCAA,,8,0.0
867,NSH,Prospects,F,"Walther, Isak",LW,22,L,Drafted (179 - 2019),36,9.0,10.0,19.0,,,NCAA,,8,0.0
868,NSH,Prospects,F,"Knak, Simon",RW,21,L,Drafted (179 - 2021),50,8.0,15.0,23.0,,,NL,,17,0.0
869,NSH,Prospects,F,"Fontaine, Gunnarwolfe",LW,23,L,Drafted (202 - 2020),35,10.0,20.0,30.0,,,NCAA,,14,0.0
870,NSH,Prospects,F,"McLane, Chase",C,23,R,Drafted (209 - 2020),21,2.0,3.0,5.0,,,NCAA,,4,0.0
871,NSH,Prospects,F,"Strinden, Benjamin",C,21,R,Drafted (210 - 2022),22,3.0,6.0,9.0,,,NCAA,,7,0.0
873,NSH,Prospects,D,"Olsson, Anton",LD,20,L,Drafted (72 - 2021),41,3.0,4.0,7.0,,,SHL,,8,0.0
874,NSH,Prospects,D,"Kulonummi, Kasper",RD,19,R,Drafted (84 - 2022),36,11.0,32.0,43.0,,,U20SM-sarja,,8,0.0
875,NSH,Prospects,D,"Ufko, Ryan",RD,20,R,Drafted (115 - 2021),32,8.0,16.0,24.0,,,NCAA,,12,0.0
876,NSH,Prospects,D,"Chistyakov, Semyon",LD,22,L,Drafted (117 - 2019),58,5.0,22.0,27.0,,,KHL,,29,0.0
877,NSH,Prospects,D,"Reid, Luke",RD,21,R,Drafted (166 - 2020),35,0.0,5.0,5.0,,,NCAA,,2,0.0
879,NSH,Prospects,G,"Haider, Ethan",G,22,L,Drafted (148 - 2019),35,,,,2.5,0.906,NCAA,,0,0.869069985
880,NYR,Majors,RW,"Kakko, Kaapo",RW,22,L,Drafted (2 - 2019),82,18.0,22.0,40.0,,,NHL,,40,0.0
881,NYR,Majors,LW,"Lafrenière, Alexis",LW,21,L,Drafted (1 - 2020),81,16.0,23.0,39.0,,,NHL,,39,0.0
882,NYR,Majors,LD,"Miller, K'Andre",LD,23,L,Drafted (22 - 2018),79,9.0,34.0,43.0,,,NHL,,43,0.0
883,NYR,Majors,RD,"Schneider, Braden",RD,21,R,Drafted (19 - 2020),81,5.0,13.0,18.0,,,NHL,,18,0.0
884,NYR,Majors,D,"Jones, Zachary",LD,22,L,Drafted (68 - 2019),54,8.0,23.0,31.0,,,AHL,,18,0.0
885,NYR,Minors,F,"Cuylle, Will",LW,21,L,Drafted (60 - 2020),69,25.0,20.0,45.0,,,AHL,,21,0.0
886,NYR,Minors,F,"Othmann, Brennan",LW,20,L,Drafted (16 - 2021),56,29.0,38.0,67.0,,,OHL,,14,0.0
887,NYR,Minors,F,"Korczak, Ryder",C,20,R,Drafted (75 - 2021),48,28.0,41.0,69.0,,,WHL,,17,0.0
888,NYR,Minors,F,"Sýkora, Adam",LW,19,L,Drafted (63 - 2022),38,8.0,13.0,21.0,,,Slovak Extraliga,,13,0.0
889,NYR,Minors,F,"Henriksson, Karl",C,22,L,Drafted (58 - 2019),70,7.0,10.0,17.0,,,AHL,,8,0.0
890,NYR,Minors,F,"McConnell-Barker, Bryce",C,19,L,Drafted (97 - 2022),68,30.0,47.0,77.0,,,OHL,,13,0.0
891,NYR,Minors,F,"Berard, Brett",LW,21,L,Drafted (134 - 2020),36,10.0,14.0,24.0,,,NCAA,,11,0.0
892,NYR,Minors,F,"Edström, Adam",C,22,L,Drafted (161 - 2019),42,9.0,10.0,19.0,,,SHL,,21,0.0
893,NYR,Minors,F,"Rempe, Matthew",C,21,R,Drafted (165 - 2020),53,6.0,4.0,10.0,,,AHL,,6,0.0
894,NYR,Minors,D,"Robertson, Matthew",LD,22,L,Drafted (49 - 2019),57,5.0,18.0,23.0,,,AHL,,13,0.0
895,NYR,Minors,D,"Emberson, Ty",RD,23,R,Traded,69,7.0,20.0,27.0,,,AHL,,12,0.0
896,NYR,Minors,G,"Lindbom, Olof",G,23,L,Drafted (39 - 2018),28,,,,3.01,0.89,ECHL,,0,0.85917029
897,NYR,Minors,G,"Garand, Dylan",G,21,L,Drafted (103 - 2020),32,,,,3.01,0.894,AHL,,0,0.873679727
898,NYR,Minors,G,"Boyko, Talyn",G,20,L,Drafted (112 - 2021),40,,,,3.55,0.898,WHL,,0,0.861778981
900,NYR,Prospects,F,"Tärnström, Oliver",C,21,L,Drafted (92 - 2020),43,1.0,2.0,3.0,,,SHL,,3,0.0
901,NYR,Prospects,F,"Lamb, Brody",RW,20,R,Drafted (104 - 2021),39,4.0,4.0,8.0,,,NCAA,,3,0.0
902,NYR,Prospects,F,"Väisänen, Kalle",LW,20,R,Drafted (106 - 2021),47,4.0,1.0,5.0,,,Liiga,,4,0.0
903,NYR,Prospects,F,"Laba, Noah",C,20,R,Drafted (111 - 2022),35,11.0,11.0,22.0,,,NCAA,,10,0.0
904,NYR,Prospects,F,"Chmelar, Jaroslav",RW,20,R,Drafted (144 - 2021),33,7.0,6.0,13.0,,,NCAA,,6,0.0
905,NYR,Prospects,F,"Barbashev, Maxim",LW,19,L,Drafted (161 - 2022),67,32.0,33.0,65.0,,,QMJHL,,9,0.0
908,NYR,Prospects,F,"Karpa, Zakary",C,21,L,Drafted (191 - 2022),22,5.0,3.0,8.0,,,NCAA,,6,0.0
911,NYR,Prospects,D,"Mancini, Vittorio",RD,21,R,Drafted (159 - 2022),32,0.0,8.0,8.0,,,NCAA,,4,0.0
912,NYR,Prospects,D,"Kjellberg, Simon",LD,23,L,Drafted (163 - 2018),32,4.0,10.0,14.0,,,NCAA,,7,0.0
913,NYR,Prospects,D,"Kempf, Hank",LD,21,L,Drafted (208 - 2021),31,1.0,1.0,2.0,,,NCAA,,1,0.0
914,NYR,Prospects,G,"Ollas, Hugo",G,21,L,Drafted (197 - 2020),21,,,,2.31,0.915,NCAA,,0,0.873034073
915,DET,Majors,RW,"Raymond, Lucas",RW,21,R,Drafted (4 - 2020),74,17.0,28.0,45.0,,,NHL,,45,0.0
916,DET,Majors,C,"Veleno, Joseph",C,23,L,Drafted (30 - 2018),81,9.0,11.0,20.0,,,NHL,,20,0.0
917,DET,Majors,RD,"Seider, Moritz",RD,22,R,Drafted (6 - 2019),82,5.0,37.0,42.0,,,NHL,,42,0.0
918,DET,Majors,F,"Berggren, Jonatan",RW,23,L,Drafted (33 - 2018),67,15.0,13.0,28.0,,,NHL,,28,0.0
919,DET,Majors,F,"Söderblom, Elmer",LW,22,L,Drafted (159 - 2019),21,5.0,3.0,8.0,,,NHL,,8,0.0
920,DET,Majors,D,"Edvinsson, Simon",LD,20,L,Drafted (6 - 2021),52,5.0,22.0,27.0,,,AHL,,17,0.0
921,DET,Training Camp,F,"Hillis, Cameron",C,23,R,Traded,45,14.0,36.0,50.0,,,ECHL,,13,0.0
922,DET,Minors,F,"Kasper, Marco",C,19,L,Drafted (8 - 2022),52,8.0,15.0,23.0,,,SHL,,21,0.0
924,DET,Minors,F,"Hanas, Cross",LW,21,L,Drafted (55 - 2020),30,9.0,8.0,17.0,,,AHL,,18,0.0
925,DET,Minors,F,"Mazur, Carter",LW,21,R,Drafted (70 - 2021),40,22.0,15.0,37.0,,,NCAA,,15,0.0
926,DET,Minors,F,"Lombardi, Amadeus",C,20,L,Drafted (113 - 2022),67,45.0,57.0,102.0,,,OHL,,18,0.0
927,DET,Minors,F,"Doucet, Alexandre",C,21,L,Signed to ELC,70,58.0,57.0,115.0,,,QMJHL,,15,0.0
928,DET,Minors,D,"McIsaac, Jared",LD,23,L,Drafted (36 - 2018),61,3.0,19.0,22.0,,,AHL,,12,0.0
929,DET,Minors,D,"Wallinder, William",LD,21,L,Drafted (32 - 2020),50,7.0,19.0,26.0,,,SHL,,24,0.0
930,DET,Minors,D,"Tuomisto, Antti",RD,22,R,Drafted (35 - 2019),60,5.0,15.0,20.0,,,Liiga,,12,0.0
931,DET,Minors,D,"Johansson, Albert",LD,22,L,Drafted (60 - 2019),53,5.0,10.0,15.0,,,AHL,,9,0.0
932,DET,Minors,D,"Viro, Eemil",LD,21,L,Drafted (70 - 2020),48,1.0,7.0,8.0,,,AHL,,5,0.0
933,DET,Minors,G,"Cossa, Sebastian",G,20,L,Drafted (15 - 2021),46,,,,2.56,0.913,ECHL,,0,0.867988623
934,DET,Prospects,F,"James, Dylan",LW,19,L,Drafted (40 - 2022),36,8.0,8.0,16.0,,,NCAA,,7,0.0
935,DET,Prospects,F,"Niederbach, Theodor",C,21,R,Drafted (51 - 2020),31,7.0,11.0,18.0,,,HockeyAllsvenskan,,17,0.0
936,DET,Prospects,F,"Buchelnikov, Dmitri",LW,20,R,Drafted (52 - 2022),35,15.0,13.0,28.0,,,VHL,,22,0.0
938,DET,Prospects,F,"Stange, Sam",RW,22,R,Drafted (97 - 2020),34,3.0,8.0,11.0,,,NCAA,,5,0.0
939,DET,Prospects,F,"O'Reilly, Ryan",C,23,R,Drafted (98 - 2018),36,8.0,8.0,16.0,,,NCAA,,7,0.0
940,DET,Prospects,F,"Savage, Redmond",C,20,L,Drafted (114 - 2021),32,7.0,7.0,14.0,,,NCAA,,7,0.0
941,DET,Prospects,F,"Kilpinen, Maximilian",LW,19,L,Drafted (129 - 2022),48,13.0,16.0,29.0,,,J20 Nationell,,5,0.0
942,DET,Prospects,F,"Dower Nilsson, Liam",C,20,L,Drafted (134 - 2021),32,3.0,12.0,15.0,,,HockeyAllsvenskan,,13,0.0
944,DET,Prospects,F,"Draper, Kienan",RW,21,R,Drafted (187 - 2020),23,1.0,0.0,1.0,,,NCAA,,1,0.0
945,DET,Prospects,F,"Mehlenbacher, Owen",C,19,L,Drafted (201 - 2022),57,19.0,31.0,50.0,,,USHL,,10,0.0
947,DET,Prospects,F,"Bradley, Chase",LW,21,L,Drafted (203 - 2020),35,10.0,10.0,20.0,,,NCAA,,9,0.0
948,DET,Prospects,F,"Ali, Brennan",C,19,L,Drafted (212 - 2022),57,13.0,30.0,43.0,,,USHL,,9,0.0
950,DET,Prospects,D,"Buium, Shai",LD,20,L,Drafted (36 - 2021),38,4.0,17.0,21.0,,,NCAA,,9,0.0
953,DET,Prospects,D,"Johansson, Anton",RD,19,R,Drafted (105 - 2022),32,6.0,7.0,13.0,,,J20 Nationell,,3,0.0
955,DET,Prospects,D,"Moore, Cooper",LD,22,L,Drafted (128 - 2019),31,3.0,10.0,13.0,,,NCAA,,7,0.0
957,DET,Prospects,D,"Aucoin, Kyle",LD,21,L,Drafted (156 - 2020),24,0.0,2.0,2.0,,,NCAA,,1,0.0
959,DET,Prospects,G,"Bednar, Jan",G,21,L,Drafted (107 - 2020),10,,,,4.46,0.874,QMJHL,,0,0.851429261
961,DET,Prospects,G,"Gylander, Carter",G,22,L,Drafted (191 - 2019),39,,,,2.46,0.914,NCAA,,0,0.872593619
962,BUF,Majors,C,"Cozens, Dylan",C,22,R,Drafted (7 - 2019),81,31.0,37.0,68.0,,,NHL,,68,0.0
963,BUF,Majors,C,"Krebs, Peyton",C,22,L,Traded,74,9.0,17.0,26.0,,,NHL,,26,0.0
964,BUF,Majors,RW,"Peterka, John-Jason",LW,21,L,Drafted (34 - 2020),77,12.0,20.0,32.0,,,NHL,,32,0.0
965,BUF,Majors,LD,"Dahlin, Rasmus",LD,23,L,Drafted (1 - 2018),78,15.0,58.0,73.0,,,NHL,,73,0.0
966,BUF,Majors,RD,"Samuelsson, Mattias",LD,23,L,Drafted (32 - 2018),55,2.0,8.0,10.0,,,NHL,,10,0.0
967,BUF,Majors,LD,"Power, Owen",LD,20,L,Drafted (1 - 2021),79,4.0,31.0,35.0,,,NHL,,35,0.0
968,BUF,Majors,G,"Levi, Devon",G,21,L,Traded,34,,,,2.24,0.933,NCAA,,0,0.880962251
969,BUF,Majors,F,"Quinn, Jack",RW,21,R,Drafted (8 - 2020),75,14.0,23.0,37.0,,,NHL,,37,0.0
970,BUF,Minors,F,"Savoie, Matthew",C,19,R,Drafted (9 - 2022),62,38.0,57.0,95.0,,,WHL,,18,0.0
972,BUF,Minors,F,"Rosén, Isak",RW,20,L,Drafted (14 - 2021),66,14.0,23.0,37.0,,,AHL,,18,0.0
973,BUF,Minors,F,"Kulich, Jiri",C,19,L,Drafted (28 - 2022),62,24.0,22.0,46.0,,,AHL,,24,0.0
974,BUF,Minors,F,"Kisakov, Alexander",LW,20,L,Drafted (53 - 2021),48,6.0,2.0,8.0,,,AHL,,5,0.0
975,BUF,Minors,F,"Neuchev, Viktor",LW,19,L,Drafted (74 - 2022),57,4.0,7.0,11.0,,,KHL,,12,0.0
976,BUF,Minors,F,"Nadeau, Olivier",RW,20,R,Drafted (97 - 2021),34,22.0,24.0,46.0,,,QMJHL,,13,0.0
977,BUF,Minors,F,"Cederqvist, Filip",LW,23,L,Drafted (143 - 2019),55,9.0,11.0,20.0,,,AHL,,12,0.0
978,BUF,Minors,F,"Kozak, Tyson",C,20,L,Drafted (193 - 2021),55,5.0,5.0,10.0,,,AHL,,6,0.0
979,BUF,Minors,D,"Johnson, Ryan",LD,22,L,Drafted (31 - 2019),40,4.0,14.0,18.0,,,NCAA,,7,0.0
980,BUF,Minors,D,"Komarov, Vsevolod",RD,19,R,Drafted (134 - 2022),62,12.0,27.0,39.0,,,QMJHL,,6,0.0
981,BUF,Minors,D,"Novikov, Nikita",LD,20,L,Drafted (188 - 2021),62,2.0,3.0,5.0,,,KHL,,5,0.0
982,BUF,Loaned,F,"Östlund, Noah",C,19,L,Drafted (16 - 2022),37,8.0,18.0,26.0,,,HockeyAllsvenskan,,20,0.0
984,BUF,Prospects,F,"Poltapov, Prokhor",LW,20,R,Drafted (33 - 2021),56,5.0,5.0,10.0,,,KHL,,11,0.0
985,BUF,Prospects,F,"Sardarian, Stiven",RW,20,L,Drafted (88 - 2021),29,2.0,5.0,7.0,,,NCAA,,4,0.0
986,BUF,Prospects,F,"Huglen, Aaron",C,22,R,Drafted (102 - 2019),38,7.0,10.0,17.0,,,NCAA,,7,0.0
988,BUF,Prospects,F,"Costantini, Matteo",C,21,L,Drafted (131 - 2020),25,2.0,1.0,3.0,,,NCAA,,2,0.0
989,BUF,Prospects,F,"Marjala, Viljami",LW,20,L,Drafted (159 - 2021),32,18.0,33.0,51.0,,,U20SM-sarja,,11,0.0
990,BUF,Prospects,F,"von Barnekow Løfberg, William",LW,20,L,Drafted (161 - 2021),37,4.0,2.0,6.0,,,SHL,,8,0.0
991,BUF,Prospects,F,"Richard, Jake",RW,19,R,Drafted (170 - 2022),57,31.0,31.0,62.0,,,USHL,,13,0.0
992,BUF,Prospects,F,"Karlsson, Gustav",C,19,L,Drafted (187 - 2022),43,14.0,19.0,33.0,,,J20 Nationell,,6,0.0
993,BUF,Prospects,F,"Ratkovic Berndtsson, Joel",RW,19,L,Drafted (202 - 2022),34,20.0,10.0,30.0,,,J20 Nationell,,7,0.0
994,BUF,Prospects,F,"Sjödin, Linus",C,20,L,Drafted (211 - 2022),52,1.0,6.0,7.0,,,SHL,,6,0.0
995,BUF,Prospects,F,"Konecny, Jakub",C,21,L,Drafted (216 - 2020),45,5.0,6.0,11.0,,,Czechia,,12,0.0
998,BUF,Prospects,D,"Lindgren, Mats",LD,19,L,Drafted (106 - 2022),63,11.0,23.0,34.0,,,WHL,,6,0.0
1000,BUF,Prospects,D,"Lyckåsen, Albert",RD,22,R,Drafted (193 - 2020),39,3.0,6.0,9.0,,,HockeyAllsvenskan,,7,0.0
1002,BUF,Prospects,G,"Leinonen, Topias",G,19,L,Drafted (41 - 2022),23,,,,2.72,0.885,U20SM-sarja,,0,0.852964374
1004,OTT,Majors,C,"Stützle, Tim",C,21,L,Drafted (3 - 2020),78,39.0,51.0,90.0,,,NHL,,90,0.0
1005,OTT,Majors,C,"Pinto, Shane",C,22,R,Drafted (32 - 2019),82,20.0,15.0,35.0,,,NHL,,35,0.0
1006,OTT,Majors,LD,"Sanderson, Jake",LD,21,L,Drafted (5 - 2020),77,4.0,28.0,32.0,,,NHL,,32,0.0
1007,OTT,Majors,F,"Sokolov, Egor",LW,23,R,Drafted (61 - 2020),70,21.0,38.0,59.0,,,AHL,,27,0.0
1008,OTT,Majors,D,"Bernard-Docker, Jacob",RD,23,R,Drafted (26 - 2018),41,2.0,4.0,6.0,,,AHL,,5,0.0
